current_name,pre_nomos,pre_dimos
ΜΑΡΓΕΛΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΜΑΡΓΕΛΙΟΥ
ΜΕΤΑΜΟΡΦΩΣΕΩΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΤΑΜΟΡΦΩΣΕΩΣ
ΠΑΠΑΦΛΕΣΣΑ,ΜΕΣΣΗΝΙΑΣ,ΠΑΠΑΦΛΕΣΣΑ
ΠΥΛΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ
ΑΜΠΕΛΟΚΗΠΩΝ,ΜΕΣΣΗΝΙΑΣ,ΑΜΠΕΛΟΚΗΠΩΝ
ΓΛΥΦΑΔΑΣ,ΜΕΣΣΗΝΙΑΣ,ΓΛΥΦΑΔΑΣ
ΙΚΛΑΙΝΗΣ,ΜΕΣΣΗΝΙΑΣ,ΙΚΛΑΙΝΗΣ
ΚΑΛΛΙΘΕΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΛΙΘΕΑΣ
ΚΥΝΗΓΟΥ,ΜΕΣΣΗΝΙΑΣ,ΚΥΝΗΓΟΥ
ΜΕΣΟΧΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΟΧΩΡΙΟΥ
ΠΑΠΠΟΥΛΙΩΝ,ΜΕΣΣΗΝΙΑΣ,ΠΑΠΠΟΥΛΙΩΝ
ΠΗΔΑΣΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΗΔΑΣΟΥ
ΠΥΛΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΑΣ
ΧΩΜΑΤΑΔΑΣ,ΜΕΣΣΗΝΙΑΣ,ΧΩΜΑΤΑΔΑΣ
ΚΟΥΚΚΟΥΝΑΡΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΟΥΚΚΟΥΝΑΡΑΣ
ΚΡΕΜΜΥΔΙΩΝ,ΜΕΣΣΗΝΙΑΣ,ΚΡΕΜΜΥΔΙΩΝ
ΜΕΣΟΠΟΤΑΜΟΥ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΟΠΟΤΑΜΟΥ
ΣΟΥΛΗΝΑΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΣΟΥΛΗΝΑΡΙΟΥ
ΧΑΝΔΡΙΝΟΥ,ΜΕΣΣΗΝΙΑΣ,ΧΑΝΔΡΙΝΟΥ
ΑΓΡΙΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΑΓΡΙΛΙΑΣ
ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΑΕΤΟΥ
ΑΡΤΙΚΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΑΡΤΙΚΙΟΥ
ΓΛΥΚΟΡΡΙΖΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΓΛΥΚΟΡΡΙΖΙΟΥ
ΚΑΜΑΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΚΑΜΑΡΙΟΥ
ΚΕΦΑΛΟΒΡΥΣΗΣ,ΜΕΣΣΗΝΙΑΣ,ΚΕΦΑΛΟΒΡΥΣΗΣ
ΚΟΠΑΝΑΚΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΚΟΠΑΝΑΚΙΟΥ
ΚΡΥΟΝΕΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΚΡΥΟΝΕΡΙΟΥ
ΜΟΝΑΣΤΗΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΜΟΝΑΣΤΗΡΙΟΥ
ΠΟΛΥΘΕΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΟΛΥΘΕΑΣ
ΣΙΤΟΧΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΣΙΤΟΧΩΡΙΟΥ
ΑΓΑΛΙΑΝΗΣ,ΜΕΣΣΗΝΙΑΣ,ΑΓΑΛΙΑΝΗΣ
ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΑΥΛΩΝΟΣ
ΒΑΝΑΔΑΣ,ΜΕΣΣΗΝΙΑΣ,ΒΑΝΑΔΑΣ
ΕΛΑΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΕΛΑΙΑΣ
ΚΑΛΙΤΣΑΙΝΗΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΙΤΣΑΙΝΗΣ
ΚΑΛΟΥ ΝΕΡΟΥ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΟΥ ΝΕΡΟΥ
ΚΑΡΥΩΝ,ΜΕΣΣΗΝΙΑΣ,ΚΑΡΥΩΝ
ΠΛΑΤΑΝΙΩΝ,ΜΕΣΣΗΝΙΑΣ,ΠΛΑΤΑΝΙΩΝ
ΠΡΟΔΡΟΜΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΡΟΔΡΟΜΟΥ
ΣΙΔΗΡΟΚΑΣΤΡΟΥ,ΜΕΣΣΗΝΙΑΣ,ΣΙΔΗΡΟΚΑΣΤΡΟΥ
ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,ΓΑΡΓΑΛΙΑΝΩΝ
ΒΑΛΤΑΣ,ΜΕΣΣΗΝΙΑΣ,ΒΑΛΤΑΣ
ΛΕΥΚΗΣ,ΜΕΣΣΗΝΙΑΣ,ΛΕΥΚΗΣ
ΜΑΡΑΘΟΠΟΛΕΩΣ,ΜΕΣΣΗΝΙΑΣ,ΜΑΡΑΘΟΠΟΛΕΩΣ
ΜΟΥΖΑΚΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΜΟΥΖΑΚΙΟΥ
ΠΥΡΓΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΥΡΓΟΥ
ΦΛΟΚΑΣ,ΜΕΣΣΗΝΙΑΣ,ΦΛΟΚΑΣ
ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΥΠΑΡΙΣΣΙΑΣ
ΑΡΜΕΝΙΩΝ,ΜΕΣΣΗΝΙΑΣ,ΑΡΜΕΝΙΩΝ
ΒΡΥΣΩΝ,ΜΕΣΣΗΝΙΑΣ,ΒΡΥΣΩΝ
ΜΟΥΡΙΑΤΑΔΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΟΥΡΙΑΤΑΔΑΣ
ΜΥΡΟΥ,ΜΕΣΣΗΝΙΑΣ,ΜΥΡΟΥ
ΞΗΡΟΚΑΜΠΟΥ,ΜΕΣΣΗΝΙΑΣ,ΞΗΡΟΚΑΜΠΟΥ
ΠΕΡΔΙΚΟΝΕΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΡΔΙΚΟΝΕΡΙΟΥ
ΡΑΧΩΝ,ΜΕΣΣΗΝΙΑΣ,ΡΑΧΩΝ
ΣΠΗΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΣΠΗΛΙΑΣ
ΣΤΑΣΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΣΤΑΣΙΟΥ
ΦΑΡΑΚΛΑΔΑΣ,ΜΕΣΣΗΝΙΑΣ,ΦΑΡΑΚΛΑΔΑΣ
ΚΑΛΟΓΕΡΕΣΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΟΓΕΡΕΣΙΟΥ
ΛΑΝΤΖΟΥΝΑΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΛΑΝΤΖΟΥΝΑΤΟΥ
ΛΥΚΟΥΔΕΣΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΛΥΚΟΥΔΕΣΙΟΥ
ΡΑΠΤΟΠΟΥΛΟΥ,ΜΕΣΣΗΝΙΑΣ,ΡΑΠΤΟΠΟΥΛΟΥ
ΡΟΔΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΡΟΔΙΑΣ
ΣΕΛΛΑ,ΜΕΣΣΗΝΙΑΣ,ΣΕΛΛΑ
ΤΡΙΠΥΛΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΠΥΛΑΣ
ΦΙΛΙΑΤΡΩΝ,ΜΕΣΣΗΝΙΑΣ,ΦΙΛΙΑΤΡΩΝ
ΕΞΟΧΙΚΟΥ,ΜΕΣΣΗΝΙΑΣ,ΕΞΟΧΙΚΟΥ
ΜΑΛΗΣ,ΜΕΣΣΗΝΙΑΣ,ΜΑΛΗΣ
ΠΛΑΤΗΣ,ΜΕΣΣΗΝΙΑΣ,ΠΛΑΤΗΣ
ΧΑΛΑΖΟΝΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΧΑΛΑΖΟΝΙΟΥ
ΧΡΙΣΤΙΑΝΟΥΠΟΛΕΩΣ,ΜΕΣΣΗΝΙΑΣ,ΧΡΙΣΤΙΑΝΟΥΠΟΛΕΩΣ
ΑΓΙΟΥ ΚΗΡΥΚΟΥ,ΣΑΜΟΥ,ΑΓΙΟΥ ΚΗΡΥΚΟΥ
ΠΕΡΔΙΚΙΟΥ,ΣΑΜΟΥ,ΠΕΡΔΙΚΙΟΥ
ΧΡΥΣΟΣΤΟΜΟΥ,ΣΑΜΟΥ,ΧΡΥΣΟΣΤΟΜΟΥ
ΑΡΕΘΟΥΣΗΣ,ΣΑΜΟΥ,ΑΡΕΘΟΥΣΗΣ
ΔΑΦΝΗΣ,ΣΑΜΟΥ,ΔΑΦΝΗΣ
ΕΥΔΗΛΟΥ,ΣΑΜΟΥ,ΕΥΔΗΛΟΥ
ΚΑΡΑΒΟΣΤΑΜΟΥ,ΣΑΜΟΥ,ΚΑΡΑΒΟΣΤΑΜΟΥ
ΜΑΓΓΑΝΙΤΟΥ,ΣΑΜΟΥ,ΜΑΓΓΑΝΙΤΟΥ
ΦΡΑΝΤΑΤΟΥ,ΣΑΜΟΥ,ΦΡΑΝΤΑΤΟΥ
ΡΑΧΩΝ,ΣΑΜΟΥ,ΡΑΧΩΝ
ΑΓΙΟΥ ΠΟΛΥΚΑΡΠΟΥ,ΣΑΜΟΥ,ΑΓΙΟΥ ΠΟΛΥΚΑΡΠΟΥ
ΚΑΡΚΙΝΑΓΡΙΟΥ,ΣΑΜΟΥ,ΚΑΡΚΙΝΑΓΡΙΟΥ
ΦΟΥΡΝΩΝ,ΣΑΜΟΥ,ΦΟΥΡΝΩΝ
ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΛΕΣΒΟΥ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
ΝΑΠΗΣ,ΛΕΣΒΟΥ,ΝΑΠΗΣ
ΑΓΙΑΣΟΥ,ΛΕΣΒΟΥ,ΑΓΙΑΣΟΥ
ΜΕΣΑΓΡΟΥ,ΛΕΣΒΟΥ,ΜΕΣΑΓΡΟΥ
ΠΑΛΑΙΟΚΗΠΟΥ,ΛΕΣΒΟΥ,ΠΑΛΑΙΟΚΗΠΟΥ
ΠΑΠΠΑΔΟΥ,ΛΕΣΒΟΥ,ΠΑΠΠΑΔΟΥ
ΣΚΟΠΕΛΟΥ,ΛΕΣΒΟΥ,ΣΚΟΠΕΛΟΥ
ΠΕΡΑΜΑΤΟΣ,ΛΕΣΒΟΥ,ΠΕΡΑΜΑΤΟΣ
ΠΛΑΚΑΔΟΥ,ΛΕΣΒΟΥ,ΠΛΑΚΑΔΟΥ
ΑΝΤΙΣΣΗΣ,ΛΕΣΒΟΥ,ΑΝΤΙΣΣΗΣ
ΕΡΕΣΟΥ,ΛΕΣΒΟΥ,ΕΡΕΣΟΥ
ΜΕΣΟΤΟΠΟΥ,ΛΕΣΒΟΥ,ΜΕΣΟΤΟΠΟΥ
ΒΑΤΟΥΣΣΗΣ,ΛΕΣΒΟΥ,ΒΑΤΟΥΣΣΗΣ
ΠΤΕΡΟΥΝΤΟΣ,ΛΕΣΒΟΥ,ΠΤΕΡΟΥΝΤΟΣ
ΣΙΓΡΙΟΥ,ΛΕΣΒΟΥ,ΣΙΓΡΙΟΥ
ΧΙΔΗΡΩΝ,ΛΕΣΒΟΥ,ΧΙΔΗΡΩΝ
ΑΣΩΜΑΤΟΥ,ΛΕΣΒΟΥ,ΑΣΩΜΑΤΟΥ
ΙΠΠΕΙΟΥ,ΛΕΣΒΟΥ,ΙΠΠΕΙΟΥ
ΚΑΤΩ ΤΡΙΤΟΥΣ,ΛΕΣΒΟΥ,ΚΑΤΩ ΤΡΙΤΟΥΣ
ΚΕΡΑΜΕΙΩΝ,ΛΕΣΒΟΥ,ΚΕΡΑΜΕΙΩΝ
ΛΑΜΠΟΥ ΜΥΛΩΝ,ΛΕΣΒΟΥ,ΛΑΜΠΟΥ ΜΥΛΩΝ
ΜΥΧΟΥ,ΛΕΣΒΟΥ,ΜΥΧΟΥ
ΣΥΚΟΥΝΤΟΣ,ΛΕΣΒΟΥ,ΣΥΚΟΥΝΤΟΣ
ΑΓΡΑΣ,ΛΕΣΒΟΥ,ΑΓΡΑΣ
ΚΑΛΛΟΝΗΣ,ΛΕΣΒΟΥ,ΚΑΛΛΟΝΗΣ
ΑΝΕΜΟΤΙΑΣ,ΛΕΣΒΟΥ,ΑΝΕΜΟΤΙΑΣ
ΑΡΙΣΒΗΣ,ΛΕΣΒΟΥ,ΑΡΙΣΒΗΣ
ΔΑΦΙΩΝ,ΛΕΣΒΟΥ,ΔΑΦΙΩΝ
ΚΕΡΑΜΙΟΥ,ΛΕΣΒΟΥ,ΚΕΡΑΜΙΟΥ
ΠΑΡΑΚΟΙΛΩΝ,ΛΕΣΒΟΥ,ΠΑΡΑΚΟΙΛΩΝ
ΣΚΑΛΟΧΩΡΙΟΥ,ΛΕΣΒΟΥ,ΣΚΑΛΟΧΩΡΙΟΥ
ΦΙΛΙΑΣ,ΛΕΣΒΟΥ,ΦΙΛΙΑΣ
ΛΟΥΤΡΟΠΟΛΕΩΣ ΘΕΡΜΗΣ,ΛΕΣΒΟΥ,ΛΟΥΤΡΟΠΟΛΕΩΣ ΘΕΡΜΗΣ
ΚΩΜΗΣ,ΛΕΣΒΟΥ,ΚΩΜΗΣ
ΜΙΣΤΕΓΝΩΝ,ΛΕΣΒΟΥ,ΜΙΣΤΕΓΝΩΝ
ΝΕΩΝ ΚΥΔΩΝΙΩΝ,ΛΕΣΒΟΥ,ΝΕΩΝ ΚΥΔΩΝΙΩΝ
ΠΗΓΗΣ,ΛΕΣΒΟΥ,ΠΗΓΗΣ
ΠΥΡΓΩΝ ΘΕΡΜΗΣ,ΛΕΣΒΟΥ,ΠΥΡΓΩΝ ΘΕΡΜΗΣ
ΜΑΝΤΑΜΑΔΟΥ,ΛΕΣΒΟΥ,ΜΑΝΤΑΜΑΔΟΥ
ΚΑΠΗΣ,ΛΕΣΒΟΥ,ΚΑΠΗΣ
ΚΛΕΙΟΥΣ,ΛΕΣΒΟΥ,ΚΛΕΙΟΥΣ
ΠΕΛΟΠΗΣ,ΛΕΣΒΟΥ,ΠΕΛΟΠΗΣ
ΜΗΘΥΜΝΗΣ,ΛΕΣΒΟΥ,ΜΗΘΥΜΝΗΣ
ΑΡΓΕΝΝΟΥ,ΛΕΣΒΟΥ,ΑΡΓΕΝΝΟΥ
ΛΕΠΕΤΥΜΝΟΥ,ΛΕΣΒΟΥ,ΛΕΠΕΤΥΜΝΟΥ
ΣΥΚΑΜΙΝΕΑΣ,ΛΕΣΒΟΥ,ΣΥΚΑΜΙΝΕΑΣ
ΛΟΥΤΡΩΝ,ΛΕΣΒΟΥ,ΛΟΥΤΡΩΝ
ΜΟΡΙΑΣ,ΛΕΣΒΟΥ,ΜΟΡΙΑΣ
ΜΥΤΙΛΗΝΗΣ,ΛΕΣΒΟΥ,ΜΥΤΙΛΗΝΗΣ
ΠΑΜΦΙΛΩΝ (ΠΑΜΦΥΛΛΩΝ),ΛΕΣΒΟΥ,ΠΑΜΦΙΛΩΝ (ΠΑΜΦΥΛΛΩΝ)
ΑΓΙΑΣ ΜΑΡΙΝΗΣ,ΛΕΣΒΟΥ,ΑΓΙΑΣ ΜΑΡΙΝΗΣ
ΑΛΥΦΑΝΤΩΝ,ΛΕΣΒΟΥ,ΑΛΥΦΑΝΤΩΝ
ΑΦΑΛΩΝΟΣ,ΛΕΣΒΟΥ,ΑΦΑΛΩΝΟΣ
ΠΑΝΑΓΙΟΥΔΑΣ,ΛΕΣΒΟΥ,ΠΑΝΑΓΙΟΥΔΑΣ
ΤΑΞΙΑΡΧΩΝ,ΛΕΣΒΟΥ,ΤΑΞΙΑΡΧΩΝ
ΠΕΤΡΑΣ,ΛΕΣΒΟΥ,ΠΕΤΡΑΣ
ΣΚΟΥΤΑΡΟΥ,ΛΕΣΒΟΥ,ΣΚΟΥΤΑΡΟΥ
ΣΤΥΨΗΣ,ΛΕΣΒΟΥ,ΣΤΥΨΗΣ
ΛΑΦΙΩΝΑΣ,ΛΕΣΒΟΥ,ΛΑΦΙΩΝΑΣ
ΥΨΗΛΟΜΕΤΩΠΟΥ,ΛΕΣΒΟΥ,ΥΨΗΛΟΜΕΤΩΠΟΥ
ΠΛΩΜΑΡΙΟΥ,ΛΕΣΒΟΥ,ΠΛΩΜΑΡΙΟΥ
ΑΚΡΑΣΙΟΥ,ΛΕΣΒΟΥ,ΑΚΡΑΣΙΟΥ
ΑΜΠΕΛΙΚΟΥ,ΛΕΣΒΟΥ,ΑΜΠΕΛΙΚΟΥ
ΜΕΓΑΛΟΧΩΡΙΟΥ,ΛΕΣΒΟΥ,ΜΕΓΑΛΟΧΩΡΙΟΥ
ΝΕΟΧΩΡΙΟΥ,ΛΕΣΒΟΥ,ΝΕΟΧΩΡΙΟΥ
ΠΑΛΑΙΟΧΩΡΙΟΥ,ΛΕΣΒΟΥ,ΠΑΛΑΙΟΧΩΡΙΟΥ
ΠΛΑΓΙΑΣ,ΛΕΣΒΟΥ,ΠΛΑΓΙΑΣ
ΤΡΥΓΟΝΑ,ΛΕΣΒΟΥ,ΤΡΥΓΟΝΑ
ΠΟΛΙΧΝΙΤΟΥ,ΛΕΣΒΟΥ,ΠΟΛΙΧΝΙΤΟΥ
ΒΑΣΙΛΙΚΩΝ,ΛΕΣΒΟΥ,ΒΑΣΙΛΙΚΩΝ
ΒΡΙΣΑΣ,ΛΕΣΒΟΥ,ΒΡΙΣΑΣ
ΛΙΣΒΟΡΙΟΥ,ΛΕΣΒΟΥ,ΛΙΣΒΟΡΙΟΥ
ΣΤΑΥΡΟΥ,ΛΕΣΒΟΥ,ΣΤΑΥΡΟΥ
ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ,ΛΕΣΒΟΥ,ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ
ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΛΕΣΒΟΥ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ
ΑΤΣΙΚΗΣ,ΛΕΣΒΟΥ,ΑΤΣΙΚΗΣ
ΒΑΡΟΥΣ,ΛΕΣΒΟΥ,ΒΑΡΟΥΣ
ΔΑΦΝΗΣ,ΛΕΣΒΟΥ,ΔΑΦΝΗΣ
ΚΑΡΠΑΣΙΟΥ,ΛΕΣΒΟΥ,ΚΑΡΠΑΣΙΟΥ
ΚΑΤΑΛΑΚΚΟΥ,ΛΕΣΒΟΥ,ΚΑΤΑΛΑΚΚΟΥ
ΣΑΡΔΩΝ,ΛΕΣΒΟΥ,ΣΑΡΔΩΝ
ΜΟΥΔΡΟΥ,ΛΕΣΒΟΥ,ΜΟΥΔΡΟΥ
ΚΑΛΛΙΟΠΗΣ,ΛΕΣΒΟΥ,ΚΑΛΛΙΟΠΗΣ
ΚΑΜΙΝΙΩΝ,ΛΕΣΒΟΥ,ΚΑΜΙΝΙΩΝ
ΚΟΝΤΟΠΟΥΛΙΟΥ,ΛΕΣΒΟΥ,ΚΟΝΤΟΠΟΥΛΙΟΥ
ΛΥΧΝΩΝ,ΛΕΣΒΟΥ,ΛΥΧΝΩΝ
ΠΑΝΑΓΙΑΣ,ΛΕΣΒΟΥ,ΠΑΝΑΓΙΑΣ
ΠΛΑΚΑΣ,ΛΕΣΒΟΥ,ΠΛΑΚΑΣ
ΡΕΠΑΝΙΔΙΟΥ,ΛΕΣΒΟΥ,ΡΕΠΑΝΙΔΙΟΥ
ΡΟΥΣΣΟΠΟΥΛΙΟΥ,ΛΕΣΒΟΥ,ΡΟΥΣΣΟΠΟΥΛΙΟΥ
ΡΩΜΑΝΟΥ,ΛΕΣΒΟΥ,ΡΩΜΑΝΟΥ
ΣΚΑΝΔΑΛΙΟΥ,ΛΕΣΒΟΥ,ΣΚΑΝΔΑΛΙΟΥ
ΦΙΣΙΝΗΣ,ΛΕΣΒΟΥ,ΦΙΣΙΝΗΣ
ΜΥΡΙΝΑΙΩΝ,ΛΕΣΒΟΥ,ΜΥΡΙΝΑΙΩΝ
ΘΑΝΟΥΣ,ΛΕΣΒΟΥ,ΘΑΝΟΥΣ
ΚΑΣΠΑΚΑ,ΛΕΣΒΟΥ,ΚΑΣΠΑΚΑ
ΚΟΡΝΟΥ,ΛΕΣΒΟΥ,ΚΟΡΝΟΥ
ΠΛΑΤΕΟΣ,ΛΕΣΒΟΥ,ΠΛΑΤΕΟΣ
ΑΓΚΑΡΥΩΝΩΝ,ΛΕΣΒΟΥ,ΑΓΚΑΡΥΩΝΩΝ
ΚΑΛΛΙΘΕΑΣ,ΛΕΣΒΟΥ,ΚΑΛΛΙΘΕΑΣ
ΚΟΝΤΙΑ,ΛΕΣΒΟΥ,ΚΟΝΤΙΑ
ΛΙΒΑΔΟΧΩΡΙΟΥ,ΛΕΣΒΟΥ,ΛΙΒΑΔΟΧΩΡΙΟΥ
ΝΕΑΣ ΚΟΥΤΑΛΗΣ,ΛΕΣΒΟΥ,ΝΕΑΣ ΚΟΥΤΑΛΗΣ
ΠΕΔΙΝΟΥ,ΛΕΣΒΟΥ,ΠΕΔΙΝΟΥ
ΠΟΡΤΙΑΝΟΥ,ΛΕΣΒΟΥ,ΠΟΡΤΙΑΝΟΥ
ΤΣΙΜΑΝΔΡΙΩΝ,ΛΕΣΒΟΥ,ΤΣΙΜΑΝΔΡΙΩΝ
ΒΑΘΕΟΣ,ΣΑΜΟΥ,ΒΑΘΕΟΣ
ΣΑΜΙΩΝ,ΣΑΜΟΥ,ΣΑΜΙΩΝ
ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,ΣΑΜΟΥ,ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ
ΑΜΠΕΛΟΥ,ΣΑΜΟΥ,ΑΜΠΕΛΟΥ
ΒΟΥΡΛΙΩΤΩΝ,ΣΑΜΟΥ,ΒΟΥΡΛΙΩΤΩΝ
ΚΟΚΚΑΡΙΟΥ,ΣΑΜΟΥ,ΚΟΚΚΑΡΙΟΥ
ΜΑΝΟΛΑΤΩΝ,ΣΑΜΟΥ,ΜΑΝΟΛΑΤΩΝ
ΠΑΛΑΙΟΚΑΣΤΡΟΥ,ΣΑΜΟΥ,ΠΑΛΑΙΟΚΑΣΤΡΟΥ
ΣΤΑΥΡΙΝΗΔΩΝ,ΣΑΜΟΥ,ΣΤΑΥΡΙΝΗΔΩΝ
ΚΑΡΛΟΒΑΣΙΩΝ,ΣΑΜΟΥ,ΚΑΡΛΟΒΑΣΙΩΝ
ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,ΣΑΜΟΥ,ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ
ΔΡΑΚΑΙΩΝ,ΣΑΜΟΥ,ΔΡΑΚΑΙΩΝ
ΚΑΣΤΑΝΕΑΣ,ΣΑΜΟΥ,ΚΑΣΤΑΝΕΑΣ
ΚΟΝΤΑΙΙΚΩΝ,ΣΑΜΟΥ,ΚΟΝΤΑΙΙΚΩΝ
ΚΟΝΤΑΚΑΙΙΚΩΝ,ΣΑΜΟΥ,ΚΟΝΤΑΚΑΙΙΚΩΝ
ΚΟΣΜΑΔΑΙΩΝ,ΣΑΜΟΥ,ΚΟΣΜΑΔΑΙΩΝ
ΛΕΚΑΣ,ΣΑΜΟΥ,ΛΕΚΑΣ
ΠΛΑΤΑΝΟΥ,ΣΑΜΟΥ,ΠΛΑΤΑΝΟΥ
ΥΔΡΟΥΣΣΗΣ,ΣΑΜΟΥ,ΥΔΡΟΥΣΣΗΣ
ΜΑΡΑΘΟΚΑΜΠΟΥ,ΣΑΜΟΥ,ΜΑΡΑΘΟΚΑΜΠΟΥ
ΚΑΛΛΙΘΕΑΣ,ΣΑΜΟΥ,ΚΑΛΛΙΘΕΑΣ
ΚΟΥΜΑΙΙΚΩΝ,ΣΑΜΟΥ,ΚΟΥΜΑΙΙΚΩΝ
ΝΕΟΧΩΡΙΟΥ,ΣΑΜΟΥ,ΝΕΟΧΩΡΙΟΥ
ΣΚΟΥΡΑΙΙΚΩΝ,ΣΑΜΟΥ,ΣΚΟΥΡΑΙΙΚΩΝ
ΜΥΤΙΛΗΝΙΩΝ,ΣΑΜΟΥ,ΜΥΤΙΛΗΝΙΩΝ
ΠΑΓΩΝΔΟΥ,ΣΑΜΟΥ,ΠΑΓΩΝΔΟΥ
ΠΥΘΑΓΟΡΕΙΟΥ,ΣΑΜΟΥ,ΠΥΘΑΓΟΡΕΙΟΥ
ΧΩΡΑΣ,ΣΑΜΟΥ,ΧΩΡΑΣ
ΚΟΥΜΑΡΑΔΑΙΩΝ,ΣΑΜΟΥ,ΚΟΥΜΑΡΑΔΑΙΩΝ
ΜΑΥΡΑΤΖΑΙΩΝ,ΣΑΜΟΥ,ΜΑΥΡΑΤΖΑΙΩΝ
ΜΕΣΟΓΕΙΟΥ,ΣΑΜΟΥ,ΜΕΣΟΓΕΙΟΥ
ΜΥΛΩΝ,ΣΑΜΟΥ,ΜΥΛΩΝ
ΠΑΝΔΡΟΣΟΥ,ΣΑΜΟΥ,ΠΑΝΔΡΟΣΟΥ
ΠΥΡΓΟΥ,ΣΑΜΟΥ,ΠΥΡΓΟΥ
ΣΠΑΘΑΡΑΙΩΝ,ΣΑΜΟΥ,ΣΠΑΘΑΡΑΙΩΝ
ΟΙΝΟΥΣΣΩΝ,ΧΙΟΥ,ΟΙΝΟΥΣΣΩΝ
ΘΥΜΙΑΝΩΝ,ΧΙΟΥ,ΘΥΜΙΑΝΩΝ
ΝΕΟΧΩΡΙΟΥ,ΧΙΟΥ,ΝΕΟΧΩΡΙΟΥ
ΑΓΙΟΥ ΓΑΛΑΚΤΟΣ,ΧΙΟΥ,ΑΓΙΟΥ ΓΑΛΑΚΤΟΣ
ΒΟΛΙΣΣΟΥ,ΧΙΟΥ,ΒΟΛΙΣΣΟΥ
ΔΙΕΥΧΩΝ,ΧΙΟΥ,ΔΙΕΥΧΩΝ
ΚΕΡΑΜΟΥ,ΧΙΟΥ,ΚΕΡΑΜΟΥ
ΚΟΥΡΟΥΝΙΩΝ,ΧΙΟΥ,ΚΟΥΡΟΥΝΙΩΝ
ΛΕΠΤΟΠΟΔΩΝ,ΧΙΟΥ,ΛΕΠΤΟΠΟΔΩΝ
ΜΕΛΑΝΙΟΥ,ΧΙΟΥ,ΜΕΛΑΝΙΟΥ
ΝΕΑΣ ΠΟΤΑΜΙΑΣ(ΠΟΤΑΜΙΑΣ),ΧΙΟΥ,ΝΕΑΣ ΠΟΤΑΜΙΑΣ(ΠΟΤΑΜΙΑΣ)
ΝΕΝΗΤΟΥΡΙΩΝ,ΧΙΟΥ,ΝΕΝΗΤΟΥΡΙΩΝ
ΠΑΡΠΑΡΙΑΣ,ΧΙΟΥ,ΠΑΡΠΑΡΙΑΣ
ΠΙΡΑΜΑΣ,ΧΙΟΥ,ΠΙΡΑΜΑΣ
